team_id	team_name	number	name_ja	name_en	height_cm	player_id	url
2891	福井ブローウィンズ	2	モサク ダミロラ	Damilola Mosaku	193	51000150	https://www.bleague.jp/roster_detail/?PlayerID=51000150
2891	福井ブローウィンズ	4	ライアン・ケリー	Ryan Kelly	211	18398	https://www.bleague.jp/roster_detail/?PlayerID=18398
2891	福井ブローウィンズ	10	ヒシグバータル・オーギル	Orgil Khishigbaatar	203	51000579	https://www.bleague.jp/roster_detail/?PlayerID=51000579
2891	福井ブローウィンズ	11	内藤 英真	Eishin Naito	182	51000471	https://www.bleague.jp/roster_detail/?PlayerID=51000471
2891	福井ブローウィンズ	12	西野 曜	Yo Nishino	199	30468	https://www.bleague.jp/roster_detail/?PlayerID=30468
2891	福井ブローウィンズ	13	川島 聖那	Sena Kawashima	187	51000115	https://www.bleague.jp/roster_detail/?PlayerID=51000115
2891	福井ブローウィンズ	15	坂口 大和	Yamato Sakaguchi	184	51000580	https://www.bleague.jp/roster_detail/?PlayerID=51000580
2891	福井ブローウィンズ	18	藤澤 尚之	Naoyuki Fujisawa	172	5100000019	https://www.bleague.jp/roster_detail/?PlayerID=5100000019
2891	福井ブローウィンズ	21	満田 丈太郎	Jotaro Mitsuda	188	10844	https://www.bleague.jp/roster_detail/?PlayerID=10844
2891	福井ブローウィンズ	22	小阪 彰久	Akihisa Kosaka	198	9283	https://www.bleague.jp/roster_detail/?PlayerID=9283
2891	福井ブローウィンズ	24	トビン マーカス海舟	Marcus KaishuTobin	198	5100000087	https://www.bleague.jp/roster_detail/?PlayerID=5100000087
2891	福井ブローウィンズ	25	ラポラス・アイヴァナーカス	Rapolas Ivanauskas	208	51000272	https://www.bleague.jp/roster_detail/?PlayerID=51000272
2891	福井ブローウィンズ	30	ペリー・エリス	Perry Ellis	202	22522	https://www.bleague.jp/roster_detail/?PlayerID=22522
2891	福井ブローウィンズ	73	田渡 修人	Shuto Tawatari	185	8571	https://www.bleague.jp/roster_detail/?PlayerID=8571
2891	福井ブローウィンズ	0	細谷 将司	Masashi Hosoya	173	8712	https://www.bleague.jp/roster_detail/?PlayerID=8712
692	仙台89ERS	3	岡島 和真	Kazuma Okajima	171	51000133	https://www.bleague.jp/roster_detail/?PlayerID=51000133
692	仙台89ERS	7	船生 誠也	Seiya Funyu	195	8737	https://www.bleague.jp/roster_detail/?PlayerID=8737
692	仙台89ERS	8	ジャレット・カルバー	Jarrett Culver	198	51000531	https://www.bleague.jp/roster_detail/?PlayerID=51000531
692	仙台89ERS	9	セルジオ・エル ダーウィッチ	SergioEl Darwich	194	51000530	https://www.bleague.jp/roster_detail/?PlayerID=51000530
692	仙台89ERS	11	荒谷 裕秀	Hirohide Araya	189	5100000012	https://www.bleague.jp/roster_detail/?PlayerID=5100000012
692	仙台89ERS	14	杉浦 佑成	Yusei Sugiura	196	10820	https://www.bleague.jp/roster_detail/?PlayerID=10820
692	仙台89ERS	15	渡辺 翔太	Shota Watanabe	168	30526	https://www.bleague.jp/roster_detail/?PlayerID=30526
692	仙台89ERS	21	ブーバカー・トゥーレ	Boubacar Toure	213	51000532	https://www.bleague.jp/roster_detail/?PlayerID=51000532
692	仙台89ERS	23	半澤 凌太	Ryota Hanzawa	192	15834	https://www.bleague.jp/roster_detail/?PlayerID=15834
692	仙台89ERS	24	新沼 康生	Kosei Niinuma	194	51000445	https://www.bleague.jp/roster_detail/?PlayerID=51000445
692	仙台89ERS	45	ネイサン・ブース	Nathan Boothe	208	51000144	https://www.bleague.jp/roster_detail/?PlayerID=51000144
692	仙台89ERS	75	井上 宗一郎	Soichiro Inoue	201	15815	https://www.bleague.jp/roster_detail/?PlayerID=15815
692	仙台89ERS	77	丹野 路和	Rowa Tanno	176	55000971	https://www.bleague.jp/roster_detail/?PlayerID=55000971
692	仙台89ERS	96	阿部 真冴橙	Masato Abe	181	51000342	https://www.bleague.jp/roster_detail/?PlayerID=51000342
693	秋田ノーザンハピネッツ	1	ジャメール・マクリーン	Jamel Mclean	203	30515	https://www.bleague.jp/roster_detail/?PlayerID=30515
693	秋田ノーザンハピネッツ	2	栗原 翼	Tsubasa Kurihara	182	30397	https://www.bleague.jp/roster_detail/?PlayerID=30397
693	秋田ノーザンハピネッツ	5	田口 成浩	Shigehiro Taguchi	184	8468	https://www.bleague.jp/roster_detail/?PlayerID=8468
693	秋田ノーザンハピネッツ	6	赤穂 雷太	Raita Akaho	196	30465	https://www.bleague.jp/roster_detail/?PlayerID=30465
693	秋田ノーザンハピネッツ	10	ヤニー・ウェッツェル	Yanni Wetzell	208	51000521	https://www.bleague.jp/roster_detail/?PlayerID=51000521
693	秋田ノーザンハピネッツ	11	内藤 晴樹	Haruki Naito	187	51000451	https://www.bleague.jp/roster_detail/?PlayerID=51000451
693	秋田ノーザンハピネッツ	12	元田 大陽	Taiyo Motoda	189	51000361	https://www.bleague.jp/roster_detail/?PlayerID=51000361
693	秋田ノーザンハピネッツ	13	小川 瑛次郎	Eijiro Ogawa	186	55000123	https://www.bleague.jp/roster_detail/?PlayerID=55000123
693	秋田ノーザンハピネッツ	14	菅原 暉	Teru Sugawara	183	32953	https://www.bleague.jp/roster_detail/?PlayerID=32953
693	秋田ノーザンハピネッツ	15	タナー・ライスナー	Tanner Leissner	201	51000335	https://www.bleague.jp/roster_detail/?PlayerID=51000335
693	秋田ノーザンハピネッツ	17	中山 拓哉	Takuya Nakayama	182	10848	https://www.bleague.jp/roster_detail/?PlayerID=10848
693	秋田ノーザンハピネッツ	22	アリ・メザー	Ali Mezher	182	51000522	https://www.bleague.jp/roster_detail/?PlayerID=51000522
693	秋田ノーザンハピネッツ	24	髙比良 寛治	Kanji Takahira	183	12605	https://www.bleague.jp/roster_detail/?PlayerID=12605
693	秋田ノーザンハピネッツ	25	キアヌ・ピンダー	Keanu Pinder	210	51000523	https://www.bleague.jp/roster_detail/?PlayerID=51000523
693	秋田ノーザンハピネッツ	77	土屋 アリスター時生	Alistair TokioTsuchiya	201	10258	https://www.bleague.jp/roster_detail/?PlayerID=10258
694	横浜ビー・コルセアーズ	3	安藤 誓哉	Seiya Ando	181	8467	https://www.bleague.jp/roster_detail/?PlayerID=8467
694	横浜ビー・コルセアーズ	4	ダミアン・イングリス	Damien Inglis	204	51000412	https://www.bleague.jp/roster_detail/?PlayerID=51000412
694	横浜ビー・コルセアーズ	6	新井 楽人	Gakuto Arai	190	51000591	https://www.bleague.jp/roster_detail/?PlayerID=51000591
694	横浜ビー・コルセアーズ	7	谷口 光貴	Hiroki Taniguchi	190	8488	https://www.bleague.jp/roster_detail/?PlayerID=8488
694	横浜ビー・コルセアーズ	8	ゲイリー・クラーク	Gary Clark	200	51000406	https://www.bleague.jp/roster_detail/?PlayerID=51000406
694	横浜ビー・コルセアーズ	10	前野 幹太	Kanta Maeno	194	51000468	https://www.bleague.jp/roster_detail/?PlayerID=51000468
694	横浜ビー・コルセアーズ	11	佐藤 凪	Nagi Sato	176	51000577	https://www.bleague.jp/roster_detail/?PlayerID=51000577
694	横浜ビー・コルセアーズ	15	キーファー・ラベナ	Kiefer Ravena	183	5100000062	https://www.bleague.jp/roster_detail/?PlayerID=5100000062
694	横浜ビー・コルセアーズ	18	森井 健太	Kenta Morii	178	10851	https://www.bleague.jp/roster_detail/?PlayerID=10851
694	横浜ビー・コルセアーズ	21	マイク・コッツァー	Maik Kotsar	209	51000394	https://www.bleague.jp/roster_detail/?PlayerID=51000394
694	横浜ビー・コルセアーズ	23	キング 開	Kai King	185	5100000024	https://www.bleague.jp/roster_detail/?PlayerID=5100000024
694	横浜ビー・コルセアーズ	24	松崎 裕樹	Hiroki Matsuzaki	192	51000227	https://www.bleague.jp/roster_detail/?PlayerID=51000227
694	横浜ビー・コルセアーズ	25	ケーレブ・ターズースキー	Kaleb Tarczewski	212	51000173	https://www.bleague.jp/roster_detail/?PlayerID=51000173
694	横浜ビー・コルセアーズ	30	須藤 昂矢	Koya Sudo	186	32956	https://www.bleague.jp/roster_detail/?PlayerID=32956
694	横浜ビー・コルセアーズ	51	兪 龍海	Tatsumi Yu	197	5100000025	https://www.bleague.jp/roster_detail/?PlayerID=5100000025
694	横浜ビー・コルセアーズ	77	江原 行佐	Isa Ehara	194	51000553	https://www.bleague.jp/roster_detail/?PlayerID=51000553
696	富山グラウジーズ	2	藤永 佳昭	Yoshiaki Fujinaga	175	8736	https://www.bleague.jp/roster_detail/?PlayerID=8736
696	富山グラウジーズ	3	岡田 雄三	Yuzo Okada	181	15752	https://www.bleague.jp/roster_detail/?PlayerID=15752
696	富山グラウジーズ	6	ウィリアムス ニカ	Nyika Williams	203	9345	https://www.bleague.jp/roster_detail/?PlayerID=9345
696	富山グラウジーズ	7	宮本 一樹	Kazuki Miyamoto	196	51000118	https://www.bleague.jp/roster_detail/?PlayerID=51000118
696	富山グラウジーズ	8	トレイ・ケル	Trey Kell	193	51000524	https://www.bleague.jp/roster_detail/?PlayerID=51000524
696	富山グラウジーズ	9	水戸 健史	Takeshi Mito	185	8501	https://www.bleague.jp/roster_detail/?PlayerID=8501
696	富山グラウジーズ	11	宇都 直輝	Naoki Uto	191	8503	https://www.bleague.jp/roster_detail/?PlayerID=8503
696	富山グラウジーズ	12	ブロック・モータム	Brock Motum	208	51000158	https://www.bleague.jp/roster_detail/?PlayerID=51000158
696	富山グラウジーズ	13	マシュー・アキノ	Matthew Aquino	205	51000104	https://www.bleague.jp/roster_detail/?PlayerID=51000104
696	富山グラウジーズ	14	泉 登翔	Towa Izumi	190	51000464	https://www.bleague.jp/roster_detail/?PlayerID=51000464
696	富山グラウジーズ	17	田中 晴瑛	Haruaki Tanaka	178	51000435	https://www.bleague.jp/roster_detail/?PlayerID=51000435
696	富山グラウジーズ	21	鎌田 隼	Hayato Kamata	195	51000155	https://www.bleague.jp/roster_detail/?PlayerID=51000155
696	富山グラウジーズ	24	ヤニス・モラン	Yannis Morin	208	51000390	https://www.bleague.jp/roster_detail/?PlayerID=51000390
696	富山グラウジーズ	25	葛原 大智	Daichi Kuzuhara	189	15818	https://www.bleague.jp/roster_detail/?PlayerID=15818
696	富山グラウジーズ	28	野﨑 由之	Yoshiyuki Nozaki	183	51000136	https://www.bleague.jp/roster_detail/?PlayerID=51000136
697	三遠ネオフェニックス	1	ヤンテ・メイテン	Yante Maten	201	51000160	https://www.bleague.jp/roster_detail/?PlayerID=51000160
697	三遠ネオフェニックス	2	デイビッド・ヌワバ	David Nwaba	196	51000416	https://www.bleague.jp/roster_detail/?PlayerID=51000416
697	三遠ネオフェニックス	5	大浦 颯太	Sota Oura	182	30513	https://www.bleague.jp/roster_detail/?PlayerID=30513
697	三遠ネオフェニックス	7	キャメロン・ジャクソン	Cameron Jackson	203	51000319	https://www.bleague.jp/roster_detail/?PlayerID=51000319
697	三遠ネオフェニックス	10	吉井 裕鷹	Hirotaka Yoshii	196	20021	https://www.bleague.jp/roster_detail/?PlayerID=20021
697	三遠ネオフェニックス	11	浅井 英矢	Hideya Asai	197	51000481	https://www.bleague.jp/roster_detail/?PlayerID=51000481
697	三遠ネオフェニックス	14	湧川 颯斗	Hayato Wakugawa	197	51000236	https://www.bleague.jp/roster_detail/?PlayerID=51000236
697	三遠ネオフェニックス	15	河田 チリジ	Tshilidzi Kawata	208	9369	https://www.bleague.jp/roster_detail/?PlayerID=9369
697	三遠ネオフェニックス	20	根本 大	Dai Nemoto	180	51000454	https://www.bleague.jp/roster_detail/?PlayerID=51000454
697	三遠ネオフェニックス	21	鈴木 悠介	Yusuke Suzuki	200	30522	https://www.bleague.jp/roster_detail/?PlayerID=30522
697	三遠ネオフェニックス	24	佐々木 隆成	Ryusei Sasaki	180	20037	https://www.bleague.jp/roster_detail/?PlayerID=20037
697	三遠ネオフェニックス	28	津屋 一球	Kazuma Tsuya	191	5100000011	https://www.bleague.jp/roster_detail/?PlayerID=5100000011
697	三遠ネオフェニックス	33	児玉 ジュニア	Junior Kodama	178	51000552	https://www.bleague.jp/roster_detail/?PlayerID=51000552
698	滋賀レイクス	2	岩下 准平	Junpei Iwashita	180	51000586	https://www.bleague.jp/roster_detail/?PlayerID=51000586
698	滋賀レイクス	4	ライアン・クリーナー	Ryan Kriener	208	51000101	https://www.bleague.jp/roster_detail/?PlayerID=51000101
698	滋賀レイクス	6	岡田 泰希	Taiki Okada	176	22401	https://www.bleague.jp/roster_detail/?PlayerID=22401
698	滋賀レイクス	7	游 艾喆	Ai-Che Yu	180	51000382	https://www.bleague.jp/roster_detail/?PlayerID=51000382
698	滋賀レイクス	13	坂井 レオ	Leo Sakai	195	8537	https://www.bleague.jp/roster_detail/?PlayerID=8537
698	滋賀レイクス	14	西田 陽成	Yosei Nishida	185	51000470	https://www.bleague.jp/roster_detail/?PlayerID=51000470
698	滋賀レイクス	15	梶原 悠真	Yuma Kajiwara	180	55000970	https://www.bleague.jp/roster_detail/?PlayerID=55000970
698	滋賀レイクス	16	野本 大智	Daichi Nomoto	183	5100000028	https://www.bleague.jp/roster_detail/?PlayerID=5100000028
698	滋賀レイクス	17	常田 耕平	Kohei Tsuneta	186	5100000040	https://www.bleague.jp/roster_detail/?PlayerID=5100000040
698	滋賀レイクス	20	トーマス・ウィンブッシュ	Thomas Wimbush	201	51000292	https://www.bleague.jp/roster_detail/?PlayerID=51000292
698	滋賀レイクス	21	田原 隆徳	Takanori Tahara	181	10297	https://www.bleague.jp/roster_detail/?PlayerID=10297
698	滋賀レイクス	22	市岡 ショーン	Sean Ichioka	198	8597	https://www.bleague.jp/roster_detail/?PlayerID=8597
698	滋賀レイクス	25	江原 信太朗	Shintaro Ehara	192	51000343	https://www.bleague.jp/roster_detail/?PlayerID=51000343
698	滋賀レイクス	34	長谷川 比源	Higen Hasegawa	202	51000452	https://www.bleague.jp/roster_detail/?PlayerID=51000452
698	滋賀レイクス	0	ザック・オーガスト	Zach Auguste	208	51000312	https://www.bleague.jp/roster_detail/?PlayerID=51000312
699	京都ハンナリーズ	3	澁田 怜音	Leon Shibuta	176	10832	https://www.bleague.jp/roster_detail/?PlayerID=10832
699	京都ハンナリーズ	7	西部 秀馬	Shuma Nishibe	189	51000585	https://www.bleague.jp/roster_detail/?PlayerID=51000585
699	京都ハンナリーズ	10	チャールズ・ジャクソン	Charles Jackson	208	26922	https://www.bleague.jp/roster_detail/?PlayerID=26922
699	京都ハンナリーズ	12	小川 麻斗	Asato Ogawa	176	5100000033	https://www.bleague.jp/roster_detail/?PlayerID=5100000033
699	京都ハンナリーズ	13	前田 悟	Satoru Maeta	192	20024	https://www.bleague.jp/roster_detail/?PlayerID=20024
699	京都ハンナリーズ	15	川嶋 勇人	Hayato Kawashima	186	8727	https://www.bleague.jp/roster_detail/?PlayerID=8727
699	京都ハンナリーズ	16	渡辺 竜之佑	Ryunosuke Watanabe	189	9329	https://www.bleague.jp/roster_detail/?PlayerID=9329
699	京都ハンナリーズ	24	ラシード ファラーズ	Faraz Rashid	202	30521	https://www.bleague.jp/roster_detail/?PlayerID=30521
699	京都ハンナリーズ	32	アンジェロ・カロイアロ	Angelo Caloiaro	203	51000269	https://www.bleague.jp/roster_detail/?PlayerID=51000269
699	京都ハンナリーズ	33	アイラ・ブラウン	Ira Brown	193	8452	https://www.bleague.jp/roster_detail/?PlayerID=8452
699	京都ハンナリーズ	35	ジョーダン・ヒース	Jordan Heath	210	26874	https://www.bleague.jp/roster_detail/?PlayerID=26874
699	京都ハンナリーズ	39	ホール 百音 アレックス	Mone AlexHall	190	26926	https://www.bleague.jp/roster_detail/?PlayerID=26926
699	京都ハンナリーズ	51	古川 孝敏	Takatoshi Furukawa	190	8500	https://www.bleague.jp/roster_detail/?PlayerID=8500
699	京都ハンナリーズ	0	小野 龍猛	Ryumo Ono	197	8585	https://www.bleague.jp/roster_detail/?PlayerID=8585
700	大阪エヴェッサ	1	レイ・パークスジュニア	RayParks Jr.	193	5100000069	https://www.bleague.jp/roster_detail/?PlayerID=5100000069
700	大阪エヴェッサ	4	青木 保憲	Yasunori Aoki	182	15817	https://www.bleague.jp/roster_detail/?PlayerID=15817
700	大阪エヴェッサ	5	マット・ボンズ	Matt Bonds	196	26886	https://www.bleague.jp/roster_detail/?PlayerID=26886
700	大阪エヴェッサ	7	高橋 快成	Kaisei Takahashi	176	51000188	https://www.bleague.jp/roster_detail/?PlayerID=51000188
700	大阪エヴェッサ	8	植松 義也	Yoshiya Uematsu	190	5100000030	https://www.bleague.jp/roster_detail/?PlayerID=5100000030
700	大阪エヴェッサ	11	ライアン・ルーサー	Ryan Luther	204	51000396	https://www.bleague.jp/roster_detail/?PlayerID=51000396
700	大阪エヴェッサ	15	竹内 譲次	Joji Takeuchi	207	9033	https://www.bleague.jp/roster_detail/?PlayerID=9033
700	大阪エヴェッサ	20	合田 怜	Rei Goda	183	8690	https://www.bleague.jp/roster_detail/?PlayerID=8690
700	大阪エヴェッサ	23	シリル・ニースミス	CyrilNesmith II	206	49996	https://www.bleague.jp/roster_detail/?PlayerID=49996
700	大阪エヴェッサ	31	木下 誠	Makoto Kinoshita	185	20034	https://www.bleague.jp/roster_detail/?PlayerID=20034
700	大阪エヴェッサ	35	鈴木 達也	Tatsuya Suzuki	169	8568	https://www.bleague.jp/roster_detail/?PlayerID=8568
700	大阪エヴェッサ	51	浅井 弘士郎	Koshiro Asai	188	51000566	https://www.bleague.jp/roster_detail/?PlayerID=51000566
700	大阪エヴェッサ	52	ヴォーディミル・ゲルン	Volodymyr Gerun	208	51000294	https://www.bleague.jp/roster_detail/?PlayerID=51000294
700	大阪エヴェッサ	60	坂本 聖芽	Seiga Sakamoto	182	5100000027	https://www.bleague.jp/roster_detail/?PlayerID=5100000027
700	大阪エヴェッサ	88	牧 隼利	Hayato Maki	188	30398	https://www.bleague.jp/roster_detail/?PlayerID=30398
701	琉球ゴールデンキングス	2	小針 幸也	Koya Kobari	172	51000252	https://www.bleague.jp/roster_detail/?PlayerID=51000252
701	琉球ゴールデンキングス	4	ヴィック・ロー	Vic Law	201	51000166	https://www.bleague.jp/roster_detail/?PlayerID=51000166
701	琉球ゴールデンキングス	8	佐土原 遼	Ryo Sadohara	192	5100000014	https://www.bleague.jp/roster_detail/?PlayerID=5100000014
701	琉球ゴールデンキングス	10	荒川 颯	Hayate Arakawa	182	30458	https://www.bleague.jp/roster_detail/?PlayerID=30458
701	琉球ゴールデンキングス	14	岸本 隆一	Ryuichi Kishimoto	176	8655	https://www.bleague.jp/roster_detail/?PlayerID=8655
701	琉球ゴールデンキングス	15	松脇 圭志	Yoshiyuki Matsuwaki	185	30434	https://www.bleague.jp/roster_detail/?PlayerID=30434
701	琉球ゴールデンキングス	17	崎濱 秀斗	Shuto Sakihama	178	51000486	https://www.bleague.jp/roster_detail/?PlayerID=51000486
701	琉球ゴールデンキングス	18	脇 真大	Masahiro Waki	193	51000116	https://www.bleague.jp/roster_detail/?PlayerID=51000116
701	琉球ゴールデンキングス	21	デイミアン・ドットソン	Damyean Dotson	196	51000561	https://www.bleague.jp/roster_detail/?PlayerID=51000561
701	琉球ゴールデンキングス	27	ウィタカ ケンタ	Kenta Whitaker	202	30443	https://www.bleague.jp/roster_detail/?PlayerID=30443
701	琉球ゴールデンキングス	34	小野寺 祥太	Shota Onodera	182	8756	https://www.bleague.jp/roster_detail/?PlayerID=8756
701	琉球ゴールデンキングス	45	ジャック・クーリー	Jack Cooley	206	26914	https://www.bleague.jp/roster_detail/?PlayerID=26914
